,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
923,0,0,1,0,63.0,1,2,0,2,2,0,0,2,2,1,1,1,79.7,4786.15
4791,1,0,1,0,3.0,1,0,2,1,1,1,1,1,1,0,0,0,20.0,49.65
6154,0,0,1,1,72.0,1,2,1,0,2,2,2,2,2,2,1,0,109.2,7711.45
4906,0,0,1,1,72.0,1,2,1,2,2,0,0,2,0,2,1,0,95.9,6954.15
3210,0,0,1,1,64.0,1,0,0,2,0,0,2,2,0,1,0,3,65.8,4068.0
1791,0,0,1,0,44.0,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2722.2
4687,1,0,1,0,22.0,1,0,1,0,0,2,0,2,2,0,1,1,94.7,1914.9
6011,0,0,1,1,37.0,1,0,2,1,1,1,1,1,1,0,0,2,19.35,683.75
5539,1,0,1,1,22.0,1,0,2,1,1,1,1,1,1,1,0,3,19.95,433.5
2412,0,0,1,0,42.0,0,1,0,0,2,0,2,0,0,1,0,3,33.55,1445.3
691,1,0,1,1,31.0,1,2,0,2,2,0,2,0,2,1,1,0,75.25,2344.5
3776,1,0,1,0,43.0,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2391.15
5795,1,0,0,0,39.0,1,2,1,2,2,0,0,2,2,0,1,2,106.4,4040.65
5886,0,0,1,1,47.0,1,0,2,1,1,1,1,1,1,2,0,3,19.75,948.9
317,0,0,1,1,38.0,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65
4226,0,0,1,0,3.0,1,2,1,0,0,0,0,0,0,0,1,2,75.85,256.6
794,0,0,0,0,6.0,0,1,0,0,0,0,0,2,2,0,0,1,45.0,298.7
845,0,0,1,1,15.0,1,0,2,1,1,1,1,1,1,1,0,3,20.55,295.95
3190,1,0,1,1,66.0,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3632.0
5927,1,0,0,0,51.0,1,2,2,1,1,1,1,1,1,2,0,3,24.75,1234.6
1493,1,0,0,0,11.0,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65
856,1,0,0,0,72.0,1,2,0,2,2,0,2,2,2,2,0,1,86.05,6309.65
125,1,0,0,0,33.0,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65
130,0,0,0,0,13.0,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65
762,1,0,1,0,3.0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,208.85
4303,0,0,1,0,45.0,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1121.05
6303,0,0,1,0,71.0,1,2,1,0,2,2,2,2,2,2,0,2,109.25,7707.7
5360,1,0,1,1,5.0,1,2,1,2,0,2,0,0,0,0,1,2,84.5,453.75
5340,0,0,0,0,38.0,1,2,0,2,2,2,0,2,2,1,0,0,84.1,3187.65
4280,1,0,1,1,64.0,1,0,2,1,1,1,1,1,1,2,1,0,19.7,1274.05
2700,0,0,0,0,35.0,0,1,0,0,0,0,0,0,0,0,0,2,24.15,812.5
4423,1,0,0,0,33.0,1,0,0,0,2,2,0,2,0,0,1,1,66.4,2245.4
5203,1,0,0,1,3.0,1,0,0,0,0,0,2,2,2,0,0,3,70.7,225.65
1310,0,0,1,0,34.0,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55
4167,0,0,1,0,50.0,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2
2644,1,0,0,0,18.0,0,1,0,0,2,2,0,0,0,0,1,1,33.5,600.0
2369,1,0,0,0,64.0,1,2,1,2,0,2,2,0,2,2,0,1,99.25,6549.45
1997,0,0,1,1,67.0,1,2,1,0,0,2,2,2,2,2,1,0,105.65,6717.9
1450,1,0,1,1,8.0,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6
1222,1,0,1,1,64.0,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75
3416,1,0,0,1,12.0,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5
667,1,0,0,0,49.0,0,1,0,0,0,2,0,0,0,0,1,0,30.2,1453.1
3332,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3
2541,0,0,1,1,72.0,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3952.45
1030,0,0,1,1,50.0,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.7
659,1,0,1,0,37.0,1,0,2,1,1,1,1,1,1,0,0,0,20.35,697.65
3288,0,0,1,1,13.0,1,0,2,1,1,1,1,1,1,2,0,3,20.85,272.35
6935,0,0,1,1,65.0,1,2,1,0,2,2,2,2,2,2,1,1,110.8,7245.9
5254,1,0,1,1,70.0,1,2,1,2,2,2,2,2,2,2,0,1,114.75,7842.3
2383,1,0,1,1,21.0,0,1,0,0,0,0,0,0,0,0,1,2,26.05,565.75
274,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6
6392,0,0,1,1,60.0,0,1,0,0,2,0,0,2,2,0,1,2,49.75,3069.45
4868,0,0,1,0,37.0,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3762.0
639,1,0,1,0,10.0,1,2,1,0,0,0,0,0,2,0,1,2,85.25,855.3
4135,0,0,1,1,36.0,1,2,0,2,2,2,2,2,2,2,1,1,92.9,3379.25
6636,0,0,1,1,10.0,1,2,0,2,2,0,0,2,0,1,0,2,70.3,676.15
5113,0,0,1,1,71.0,1,2,1,2,2,2,2,2,2,2,0,1,113.65,8166.8
5244,0,0,0,0,45.0,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15
2273,1,0,1,0,30.0,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65
3535,1,0,1,1,64.0,1,2,1,0,2,2,2,2,2,2,1,1,109.2,6741.15
5030,1,0,0,1,6.0,1,0,1,0,0,2,0,2,2,0,0,3,94.5,575.45
4941,1,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,1,3,19.8,58.15
4547,1,0,1,1,62.0,1,2,1,2,2,0,0,2,2,0,1,2,105.5,6487.2
4331,1,0,0,0,71.0,1,2,2,1,1,1,1,1,1,2,0,0,25.55,1898.1
788,0,0,1,1,24.0,1,2,0,2,2,0,0,2,2,1,0,2,78.4,1832.4
2382,0,0,0,0,29.0,0,1,0,2,2,0,2,0,0,1,0,1,39.5,1082.75
6323,0,0,0,0,40.0,1,2,1,0,0,2,2,2,2,1,1,1,105.95,4335.2
5149,0,0,0,0,62.0,1,0,2,1,1,1,1,1,1,2,1,1,19.2,1123.65
3227,1,0,1,1,12.0,1,0,0,0,0,0,0,2,0,0,1,3,56.3,628.65
1719,1,0,0,0,3.0,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6
2576,0,0,1,1,53.0,1,0,1,0,2,2,2,2,2,0,1,0,108.25,5935.1
2994,1,0,1,0,62.0,0,1,0,2,2,0,2,0,0,2,1,1,38.6,2345.55
1692,1,0,1,1,39.0,0,1,0,0,0,0,0,0,0,1,1,1,25.25,947.75
4359,0,0,0,0,23.0,1,2,1,0,2,0,0,2,2,0,1,1,98.7,2249.1
3708,1,0,0,0,11.0,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45
1944,1,0,0,1,8.0,0,1,0,0,0,0,0,0,0,0,0,3,25.5,215.2
6105,0,0,0,0,52.0,1,2,1,2,2,0,2,2,2,1,1,1,111.25,5916.45
5042,1,0,1,1,19.0,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5
1473,0,0,0,0,24.0,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2407.3
6513,1,0,1,1,15.0,1,2,0,0,0,2,2,0,0,0,1,0,59.65,867.1
1848,0,0,0,0,38.0,1,0,2,1,1,1,1,1,1,1,0,3,19.3,755.5
6145,0,0,1,1,67.0,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3623.95
843,0,0,0,0,13.0,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1
6929,0,0,0,1,25.0,1,0,2,1,1,1,1,1,1,0,0,1,20.05,471.7
480,1,0,1,1,11.0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,225.75
781,0,0,1,1,5.0,1,0,0,0,0,0,0,0,0,0,0,3,44.8,220.45
3771,1,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05
3171,0,0,0,0,21.0,1,0,2,1,1,1,1,1,1,2,1,1,20.85,435.25
2176,1,0,1,1,67.0,1,0,2,1,1,1,1,1,1,2,1,1,19.4,1284.2
1231,1,0,0,0,20.0,1,0,0,2,0,2,0,0,2,0,0,1,64.4,1398.6
580,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55
6742,1,0,1,1,52.0,1,0,0,2,2,2,0,2,2,2,0,2,79.2,4016.3
2409,1,0,1,1,28.0,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1682.05
4607,1,0,0,1,1.0,1,0,0,0,0,0,2,0,2,0,1,3,59.55,59.55
5959,0,0,1,1,33.0,1,0,2,1,1,1,1,1,1,2,0,1,19.8,641.35
2165,0,0,0,0,13.0,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25
3139,1,0,0,0,2.0,0,1,0,0,0,0,2,0,0,0,0,0,29.85,75.6
2720,1,0,0,0,15.0,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5
1609,1,0,1,0,51.0,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35
2005,0,0,1,1,49.0,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4941.8
6640,1,0,1,1,28.0,0,1,0,2,0,2,2,2,0,1,0,3,50.8,1386.8
4967,0,0,0,0,3.0,1,2,0,0,0,0,2,2,0,0,1,2,63.6,155.65
1362,1,0,0,0,4.0,1,0,1,0,0,0,0,0,0,0,1,2,70.2,237.95
5083,0,0,1,1,40.0,1,0,0,2,2,0,2,0,2,0,1,3,71.35,2847.2
5688,1,0,1,1,41.0,1,0,2,1,1,1,1,1,1,2,1,3,20.0,879.8
6906,0,0,1,1,25.0,1,0,2,1,1,1,1,1,1,2,1,3,18.7,383.65
2632,0,0,0,0,55.0,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1
5484,1,0,1,1,69.0,1,2,1,0,0,0,2,2,2,2,1,2,99.35,6856.45
4556,1,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,67.75,116.65
4268,1,0,1,1,35.0,1,0,1,0,2,0,2,2,0,1,1,2,89.7,3165.6
5269,1,0,0,0,10.0,1,0,0,0,2,0,0,2,0,0,1,3,59.65,638.95
4249,0,0,1,1,10.0,1,0,0,0,2,2,0,0,2,1,1,3,65.9,660.05
6849,1,0,1,1,30.0,1,2,1,0,2,0,2,0,0,0,1,0,83.55,2570.2
5228,1,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15
6921,1,0,0,0,54.0,1,2,1,0,2,0,0,0,0,0,1,0,79.85,4308.25
39,0,0,0,0,11.0,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4
3354,0,0,0,0,54.0,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2369.7
6444,1,0,0,1,31.0,1,2,0,0,2,0,2,2,2,1,1,3,79.45,2587.7
4841,0,0,0,0,24.0,1,0,1,2,0,0,0,2,2,0,1,2,94.6,2283.15
93,0,0,0,0,65.0,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0
823,1,0,0,0,5.0,1,0,0,0,0,2,2,2,0,0,1,1,63.95,318.1
65,0,0,0,0,3.0,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1
5023,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3
5430,1,0,0,0,10.0,1,2,0,0,0,0,0,2,2,0,1,1,72.15,794.25
6412,0,0,1,1,72.0,1,0,1,2,2,2,2,2,2,2,1,0,108.3,7679.65
3370,0,0,1,1,53.0,0,1,0,2,2,2,0,0,2,0,1,0,48.7,2495.2
3853,1,0,0,0,46.0,1,2,1,0,0,0,0,0,0,0,0,0,72.8,3249.4
6052,0,0,1,1,41.0,1,0,0,2,2,0,2,2,2,2,0,2,78.45,3126.45
3719,1,0,0,0,28.0,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7
1633,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8
3165,1,0,1,1,24.0,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75
3873,0,0,1,1,51.0,0,1,0,2,0,0,2,0,0,2,0,0,34.2,1782.0
2046,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7
3898,0,0,0,0,48.0,1,2,2,1,1,1,1,1,1,1,0,1,25.05,1171.5
4003,0,0,0,0,38.0,1,0,2,1,1,1,1,1,1,2,0,3,20.3,743.05
2274,1,0,1,1,23.0,1,0,1,2,0,0,2,2,2,0,1,2,99.85,2331.3
6258,0,0,1,0,3.0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,45.75
3666,0,0,1,1,50.0,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15
2194,1,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,1,2,79.5,79.5
6321,0,0,1,0,30.0,1,0,2,1,1,1,1,1,1,0,0,0,19.65,655.85
4509,0,0,0,0,1.0,1,0,1,0,2,0,0,2,0,0,0,2,84.3,84.3
1075,0,0,1,1,59.0,1,2,1,0,2,0,2,0,2,0,1,0,96.65,5580.8
4323,0,0,0,0,32.0,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2781.85
5370,1,0,1,1,16.0,1,2,1,0,0,2,0,2,0,0,1,0,90.8,1442.2
4591,0,0,0,0,10.0,1,0,2,1,1,1,1,1,1,0,1,2,21.2,222.65
4149,1,0,1,0,71.0,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3515.25
4499,0,0,0,1,12.0,1,2,1,2,0,0,0,0,0,0,1,2,78.3,909.25
3802,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0
4646,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.7,70.7
5949,0,0,0,0,68.0,0,1,0,0,2,0,2,0,2,0,0,2,44.95,3085.35
4247,1,0,1,1,69.0,1,0,1,2,2,0,2,2,2,2,1,1,106.35,7261.75
2531,0,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1681.6
642,1,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,1,2,89.55,89.55
1272,1,0,1,1,5.0,1,0,2,1,1,1,1,1,1,0,0,3,19.45,86.05
3648,0,0,1,1,51.0,1,2,1,0,0,2,0,0,2,1,1,2,90.15,4554.85
1149,1,0,1,1,13.0,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85
3671,0,0,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1
6332,1,0,1,1,68.0,1,0,1,2,2,2,0,2,2,2,1,0,105.25,7173.15
6177,1,0,0,0,4.0,1,0,0,0,0,0,0,0,2,0,0,2,54.3,195.3
1778,1,0,1,1,72.0,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1859.1
28,1,0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45
287,1,0,1,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0
3054,0,0,0,1,67.0,1,2,1,0,2,0,2,2,2,1,1,0,106.6,7244.7
1241,1,0,0,0,30.0,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1888.45
1293,1,0,1,1,67.0,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8
2530,0,0,0,0,7.0,1,0,1,0,0,2,2,2,2,0,1,2,100.4,715.0
6714,1,0,0,0,13.0,1,2,1,0,0,0,2,2,2,0,0,2,100.75,1313.25
3306,0,0,1,1,3.0,1,0,1,0,2,0,2,0,0,0,1,2,80.0,241.3
6061,0,0,0,1,26.0,1,2,0,0,0,0,0,0,0,0,1,3,49.5,1265.65
5796,0,0,1,1,47.0,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2768.65
15,0,0,1,1,69.0,1,2,1,2,2,2,2,2,2,2,0,1,113.25,7895.15
514,1,0,0,0,30.0,1,2,1,2,2,2,2,0,0,0,1,1,95.0,2852.4
1911,0,0,1,1,72.0,1,2,1,2,2,2,2,2,0,2,0,1,106.1,7657.4
2544,0,0,1,0,12.0,1,2,0,2,0,2,0,2,2,1,0,2,78.85,876.75
6930,0,0,1,0,3.0,1,2,1,0,0,0,0,0,0,0,1,1,75.15,216.75
1835,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,45.0,45.0
1676,0,0,0,0,4.0,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85
2338,1,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1322.85
1533,0,0,0,0,14.0,1,0,1,0,0,2,0,0,0,0,0,2,75.35,1025.95
4865,0,0,1,1,7.0,1,2,0,0,0,0,0,0,0,0,0,2,48.8,349.8
3508,0,0,0,0,70.0,1,2,1,2,2,2,2,2,2,2,1,0,113.65,7939.25
2717,0,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,0,0,92.65,6733.0
4887,0,0,1,1,38.0,1,0,2,1,1,1,1,1,1,0,0,3,20.45,781.25
594,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,45.6,45.6
6007,1,0,0,1,39.0,0,1,0,0,0,2,2,2,2,1,0,0,54.85,2191.7
4567,1,0,0,0,34.0,1,2,1,0,2,0,2,2,2,0,1,2,105.35,3540.65
2195,0,0,1,0,28.0,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2
2990,1,0,0,0,10.0,0,1,0,0,0,0,0,0,2,0,1,3,33.9,298.45
2679,1,0,1,0,4.0,1,2,1,0,0,0,0,0,0,0,1,2,74.65,301.4
2015,0,0,1,1,28.0,1,2,0,0,0,0,0,0,0,0,0,3,49.9,1410.25
4569,0,0,0,0,22.0,1,0,0,2,0,0,0,0,0,0,1,1,48.8,1054.6
3393,1,0,1,0,62.0,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7
1519,0,0,0,0,2.0,0,1,0,2,2,0,0,0,2,0,1,2,42.6,72.4
954,1,0,0,0,22.0,1,2,1,0,0,0,0,2,2,0,1,2,95.1,2162.6
1701,0,0,1,1,66.0,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15
1863,1,0,1,0,6.0,1,2,2,1,1,1,1,1,1,1,0,3,25.1,171.0
5141,1,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,1,3,19.25,86.05
2322,0,0,0,1,49.0,1,0,2,1,1,1,1,1,1,2,0,1,20.45,1024.65
1998,0,0,1,0,2.0,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1
6634,0,0,1,1,10.0,1,2,1,0,2,2,0,2,2,0,1,1,102.1,1068.85
2554,0,0,0,0,18.0,1,0,0,0,0,2,0,0,0,0,1,3,50.0,892.7
5092,0,0,1,1,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.45,150.75
5401,1,0,0,0,31.0,1,0,2,1,1,1,1,1,1,2,0,3,20.45,638.55
503,0,0,1,1,52.0,1,0,1,2,0,2,2,0,0,0,1,0,84.05,4326.8
3566,0,0,0,1,53.0,1,2,0,0,2,2,2,2,2,1,1,2,84.6,4449.75
85,1,0,0,0,9.0,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75
3906,0,0,1,0,1.0,1,0,1,0,0,0,0,2,0,0,0,2,78.8,78.8
1746,0,0,0,0,72.0,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55
1479,0,0,0,0,44.0,0,1,0,0,0,2,0,2,2,1,1,2,49.05,2265.0
4899,0,0,0,1,4.0,1,2,1,0,2,2,0,0,0,0,0,0,84.05,333.55
101,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45
1183,0,0,1,0,53.0,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2
6472,0,0,1,1,60.0,1,2,1,2,2,0,0,2,0,1,0,0,94.15,5811.8
6689,0,0,1,1,67.0,1,2,1,0,2,2,2,2,2,1,1,1,112.35,7388.45
3956,0,0,1,0,6.0,1,2,1,0,2,2,0,2,2,0,1,2,105.3,545.2
490,1,0,1,1,63.0,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25
3990,1,0,0,0,14.0,1,0,1,0,0,0,0,2,2,0,1,2,92.9,1337.45
479,0,0,0,1,15.0,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8
4660,0,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,19.5,31.55
5746,0,0,0,0,10.0,1,2,1,0,2,0,0,0,0,0,1,1,81.0,818.05
5366,0,0,1,1,66.0,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3996.8
5403,0,0,1,1,54.0,1,2,0,0,2,2,2,2,2,0,1,2,86.2,4524.05
6751,1,0,0,0,52.0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1025.05
5199,0,0,0,0,51.0,1,2,1,0,2,2,2,2,2,1,1,2,111.5,5703.25
6403,1,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,0,116.6,8337.45
3047,0,0,1,0,32.0,1,0,1,0,2,0,0,0,2,0,0,0,84.15,2585.95
3626,1,0,0,1,23.0,1,0,0,0,2,0,2,0,0,0,1,0,55.3,1284.2
3285,1,0,1,0,67.0,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65
458,1,0,1,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,38.0
117,0,0,1,1,10.0,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65
384,1,0,0,0,48.0,1,2,1,0,2,2,0,2,2,2,1,0,108.1,5067.45
3434,0,0,0,0,11.0,1,0,0,2,0,0,2,0,0,1,1,3,54.6,617.85
1896,1,0,0,0,38.0,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2657.55
3405,0,0,1,1,64.0,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25
2759,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,0,19.65,19.65
2308,1,0,1,1,71.0,1,0,1,2,2,2,0,2,2,1,1,0,104.65,7288.4
6873,0,0,1,1,68.0,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6185.8
6010,1,0,1,1,24.0,1,2,2,1,1,1,1,1,1,2,0,3,24.2,609.05
4137,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,0,1,1,20.1,232.4
2771,0,0,1,1,13.0,1,0,0,2,0,2,0,0,2,0,1,3,63.15,816.8
6270,0,0,1,1,29.0,1,0,2,1,1,1,1,1,1,2,0,3,20.2,558.8
5440,0,0,1,1,19.0,1,0,0,0,0,2,0,0,0,0,1,0,49.6,962.9
5459,0,0,1,1,10.0,1,0,1,0,0,0,0,2,2,0,1,2,88.85,929.45
5911,1,0,1,0,7.0,0,1,0,2,2,0,0,0,0,0,0,3,34.2,256.6
2126,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,44.45,44.45
722,0,0,1,1,4.0,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3
1870,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.55,45.55
1301,0,0,1,1,66.0,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3810.8
1105,0,0,1,0,9.0,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1
5175,0,0,1,0,20.0,1,0,2,1,1,1,1,1,1,1,0,3,20.35,393.15
67,0,0,0,0,31.0,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2
6564,1,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,0,1,20.05,95.55
4886,0,0,0,0,7.0,1,0,2,1,1,1,1,1,1,1,0,3,19.9,173.15
570,0,0,1,1,60.0,1,0,2,1,1,1,1,1,1,2,1,1,19.25,1103.25
1364,0,0,1,1,51.0,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95
1801,1,0,0,0,22.0,1,0,1,0,0,0,0,0,0,0,1,3,69.7,1490.4
3860,1,0,0,1,19.0,0,1,0,0,0,0,0,0,0,0,1,1,25.35,566.1
2668,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75
3211,0,0,0,0,17.0,1,0,2,1,1,1,1,1,1,1,0,1,20.05,337.9
100,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2
6527,1,0,1,1,6.0,1,0,0,0,2,2,0,0,0,0,1,3,55.3,324.25
292,1,0,1,1,23.0,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1940.8
6916,1,0,0,1,44.0,1,0,2,1,1,1,1,1,1,2,0,0,19.55,819.95
4994,0,0,0,0,18.0,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7
2606,0,0,0,0,31.0,1,2,1,2,2,0,0,2,2,0,0,2,104.35,3205.6
4593,0,0,0,0,11.0,1,0,2,1,1,1,1,1,1,0,0,0,20.3,246.3
1468,1,0,0,0,62.0,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45
1804,0,0,1,1,34.0,1,0,2,1,1,1,1,1,1,0,0,3,20.65,716.4
1959,0,0,1,1,5.0,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55
3577,1,0,0,0,36.0,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4
4178,1,0,1,1,68.0,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3948.45
2477,1,0,0,0,3.0,1,0,1,2,0,0,0,0,2,0,1,3,86.05,244.85
2392,1,0,0,0,20.0,1,2,1,0,0,2,0,2,0,0,1,1,90.7,1781.35
2153,0,0,1,0,25.0,1,0,1,0,0,2,0,0,0,0,1,2,74.6,1797.75
6108,1,0,0,0,18.0,0,1,0,0,0,0,0,0,0,0,0,3,25.15,476.8
6618,1,0,0,0,26.0,1,2,1,2,2,0,0,0,0,0,1,1,86.65,2208.75
1552,0,0,1,1,31.0,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6
2513,1,0,1,1,52.0,1,0,2,1,1,1,1,1,1,2,0,3,19.2,1054.75
5074,0,0,0,1,49.0,1,0,2,1,1,1,1,1,1,1,0,1,19.45,921.3
3,1,0,0,0,45.0,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1840.75
2489,0,0,1,1,68.0,1,2,0,2,2,2,2,0,2,1,1,2,78.45,5333.35
3578,0,0,0,0,40.0,1,0,0,2,2,0,0,2,0,0,0,3,65.1,2586.0
1062,0,0,1,0,34.0,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1815.3
305,1,0,1,1,52.0,1,2,2,1,1,1,1,1,1,2,0,3,24.8,1229.1
5243,1,0,0,0,19.0,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95
444,0,0,1,0,36.0,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2937.65
462,1,0,1,1,4.0,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9
1234,1,0,0,1,54.0,1,0,1,2,2,0,2,2,2,1,1,2,105.85,5826.65
5080,1,0,1,0,67.0,1,2,1,0,2,2,0,0,2,2,1,2,93.15,6368.2
4881,1,0,1,0,28.0,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4
3794,1,0,1,0,8.0,1,0,0,0,2,2,0,0,0,0,1,3,54.75,445.85
2112,0,0,0,0,33.0,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8
